ISIN,Name,Asset class,Currency,Weight,Sector,Country
US21873S1087,COREWEAVE INC-CL A,EQUITY,USD,0.000288594201290348,Information Technology,United States
US69351T1060,PPL CORP,EQUITY,USD,0.000288535277876124,Utilities,United States
SE0017486897,ATLAS COPCO AB-B SHS,EQUITY,SEK,0.000288402389993756,Industrials,Sweden
PA1436583006,CARNIVAL CORP,EQUITY,USD,0.000288293477912831,Consumer Discretionary,United States
DE0006047004,HEIDELBERGCEMENT AG,EQUITY,EUR,0.000286549674755191,Materials,Germany
TW0002303005,UNITED MICROELECTRONICS CORP,EQUITY,TWD,0.000285568140551291,Information Technology,Taiwan
CA7392391016,POWER CORP OF CANADA,EQUITY,CAD,0.000285025895658053,Financials,Canada
US4278661081,HERSHEY CO/THE,EQUITY,USD,0.000284331385536808,Consumer Staples,United States
NO0010161896,DNB BANK ASA,EQUITY,NOK,0.000284119970554154,Financials,Norway
US4461501045,HUNTINGTON BANCSHARES INC,EQUITY,USD,0.000282600662901648,Financials,United States
DE0005190003,BAYERISCHE MOTOREN WERKE AG,EQUITY,EUR,0.00028231063940129,Consumer Discretionary,Germany
US87165B1035,SYNCHRONY FINANCIAL,EQUITY,USD,0.00028220738745931,Financials,United States
US15189T1079,CENTERPOINT ENERGY INC,EQUITY,USD,0.000281919291923425,Utilities,United States
US7547301090,RAYMOND JAMES FINANCIAL,EQUITY,USD,0.000281867516958559,Financials,United States
ES0109067019,AMADEUS IT GROUP SA,EQUITY,EUR,0.000280845684389125,Consumer Discretionary,Spain
ES0173516115,REPSOL SA,EQUITY,EUR,0.000280489455500619,Energy,Spain
US98138H1014,WORKDAY INC,EQUITY,USD,0.00028035319530877,Information Technology,United States
SG1T75931496,SINGAPORE TELECOMMUNICATIONS,EQUITY,SGD,0.000280216642014215,Communication Services,Singapore
CH1430134226,AMRIZE LTD,EQUITY,CHF,0.000280136361182731,Materials,Switzerland
GB0004544929,IMPERIAL BRANDS PLC,EQUITY,GBP,0.000279830557358291,Consumer Staples,United Kingdom
TW0002382009,QUANTA COMPUTER INC,EQUITY,TWD,0.000279828702669494,Information Technology,Taiwan
TW0003017000,ASIA VITAL COMPONENTS,EQUITY,TWD,0.00027881933022181,Information Technology,Taiwan
US09062X1037,BIOGEN INC,EQUITY,USD,0.000278083603346549,Health Care,United States
CNE100000502,ZIJIN MINING GROUP,EQUITY,HKD,0.000278044428541393,Materials,China
KR7006400006,SAMSUNG SDI CO LTD,EQUITY,KRW,0.000277912472074294,Information Technology,South Korea
JP3635000007,TOYOTA TSUSHO CORP,EQUITY,JPY,0.000276848304075512,Industrials,Japan
US2566771059,DOLLAR GENERAL,EQUITY,USD,0.000275919370409103,Consumer Staples,United States
US5926881054,METTLER-TOLEDO INTERNATIONAL,EQUITY,USD,0.000275368819310815,Health Care,United States
US25179M1036,DEVON ENERGY,EQUITY,USD,0.00027495769554196,Energy,United States
US2810201077,EDISON INTERNATIONAL,EQUITY,USD,0.00027423323683744,Utilities,United States
ZAE000066304,FIRSTRAND LTD EX MOMENTUM LIFE,EQUITY,ZAR,0.00027332683299912,Financials,South Africa
US81141R1005,SEA LTD-ADR,EQUITY,USD,0.000272372712040078,Consumer Discretionary,Singapore
US3379321074,FIRSTENERGY CORP,EQUITY,USD,0.000271935034794306,Utilities,United States
TW0002891009,CTBC FINANCIAL HOLDING CO LTD,EQUITY,TWD,0.000271598445415526,Financials,Taiwan
FI4000552500,SAMPO OYJ-A SHS,EQUITY,EUR,0.000270340593519523,Financials,Finland
US1720621010,CINCINNATI FINANCIAL CORP,EQUITY,USD,0.000270024861655053,Financials,United States
US4448591028,HUMANA INC,EQUITY,USD,0.000269559030265912,Health Care,United States
US92345Y1064,VERISK ANALYTICS INC,EQUITY,USD,0.00026922740734967,Industrials,United States
GB00BPQY8M80,AVIVA PLC,EQUITY,GBP,0.00026860225835572,Financials,United Kingdom
JP3500610005,RESONA HOLDINGS INC,EQUITY,JPY,0.000268410116504408,Financials,Japan
INE296A01032,BAJAJ FINANCE LIMITED,EQUITY,INR,0.000267444955343398,Financials,India
IT0003856405,LEONARDO SPA,EQUITY,EUR,0.000267251059760889,Industrials,Italy
KR7000270009,KIA CORP,EQUITY,KRW,0.000266218641298683,Consumer Discretionary,South Korea
US7458671010,PULTE GROUP INC,EQUITY,USD,0.000263975019864662,Consumer Discretionary,United States
US6935061076,PPG INDUSTRIES INC,EQUITY,USD,0.000263898624272396,Materials,United States
US0304201033,AMERICAN WATER WORKS,EQUITY,USD,0.000263812212709289,Utilities,United States
CH0024608827,PARTNERS GROUP AG,EQUITY,CHF,0.000263664389615644,Financials,Switzerland
JP3162600005,SMC CORP,EQUITY,JPY,0.000263449470427291,Industrials,Japan
US7591EP1005,REGIONS FINANCIAL CORP,EQUITY,USD,0.000263409937385493,Financials,United States
SA123GA0ITH7,SAUDI ARABIAN MINING CO,EQUITY,SAR,0.000262131047228511,Materials,Saudi Arabia
DE000DTR0CK8,DAIMLER TRUCK HOLDING AG,EQUITY,EUR,0.000262126678369827,Industrials,Germany
TW0002360005,CHROMA ATE INC (TWD),EQUITY,TWD,0.000262048244085398,Information Technology,Taiwan
NL0000687663,AERCAP HOLDINGS NV,EQUITY,USD,0.000261988486956808,Industrials,Ireland
LU1598757687,ARCELORMITTAL SA AMSTERDAM,EQUITY,EUR,0.00026172719566349,Materials,Netherlands
JP3119600009,AJINOMOTO CO INC,EQUITY,JPY,0.000261416601238137,Consumer Staples,Japan
US5705351048,MARKEL GROUP INC,EQUITY,USD,0.000259927076077372,Financials,United States
JP3409000001,SUMITOMO REALTY & DEVELOPMEN,EQUITY,JPY,0.000259487327572469,Real Estate,Japan
FR0000121329,THALES SA,EQUITY,EUR,0.000259471643320941,Industrials,France
JP3388200002,AEON CO LTD,EQUITY,JPY,0.000259461684342292,Consumer Staples,Japan
ZAE000109815,STANDARD BANK GROUP LIMITED,EQUITY,ZAR,0.000259427285482913,Financials,South Africa
US9224751084,VEEVA SYSTEMS INC,EQUITY,USD,0.000258876493389065,Health Care,United States
JP3566800003,CENTRAL JAPAN RAILWAY CO,EQUITY,JPY,0.000256529667235167,Industrials,Japan
CA8787422044,TECK RESOURCES LTD B CAD,EQUITY,CAD,0.000256339332850549,Materials,Canada
JP3242800005,CANON INC,EQUITY,JPY,0.000256080959557516,Information Technology,Japan
JP3762600009,NOMURA HOLDINGS INC,EQUITY,JPY,0.000254952961930862,Financials,Japan
US30040W1080,EVERSOURCE ENERGY,EQUITY,USD,0.00025432370135727,Utilities,United States
US90384S3031,ULTA BEAUTY INC,EQUITY,USD,0.000254201151858722,Consumer Discretionary,United States
US03990B1017,ARES MANAGEMENT CORP - A,EQUITY,USD,0.000254112960510843,Financials,United States
KW0EQ0100010,NATIONAL BANK OF KUWAIT,EQUITY,KWD,0.000253983208827441,Financials,Kuwait
IL0010823792,TOWER SEMICONDUCTOR LTD,EQUITY,ILS,0.000251987778624077,Information Technology,Israel
US0534841012,AVALONBAY COMMUNITIES INC,EQUITY,USD,0.000251572740305734,Real Estate,United States
CNE1000002M1,CHINA MERCHANTS BANK HKG,EQUITY,HKD,0.000250952253273175,Financials,China
US2944291051,EQUIFAX INC  COM USD2.50,EQUITY,USD,0.000249940783512787,Industrials,United States
CA7063271034,PEMBINA PIPELINE CORP,EQUITY,CAD,0.000249470806348688,Energy,Canada
US98980L1017,ZOOM COMMUNICATIONS INC,EQUITY,USD,0.000249365686691124,Information Technology,United States
US31620M1062,FIDELITY NATIONAL INFORMATION,EQUITY,USD,0.000249353203772497,Financials,United States
CNE100000Q43,AGRICULTURAL BANK OF CHINA-H,EQUITY,HKD,0.000248903833357058,Financials,China
US21036P1084,CONSTELLATION BRANDS - A,EQUITY,USD,0.000248796691290815,Consumer Staples,United States
ES0167050915,ACS ACTIVIDADES CONS Y SERV,EQUITY,EUR,0.000248790422149579,Industrials,Spain
CA5394811015,LOBLAW COMPANIES LTD,EQUITY,CAD,0.000246591279051365,Consumer Staples,Canada
US3032501047,FAIR ISAAC CORP,EQUITY,USD,0.000245957446075542,Information Technology,United States
US5380341090,LIVE NATION ENTERTAINMENT INC,EQUITY,USD,0.0002455191875094,Communication Services,United States
US2521311074,DEXCOM INC,EQUITY,USD,0.000245489116799997,Health Care,United States
AU000000QBE9,QBE INSURANCE,EQUITY,AUD,0.00024541655596815,Financials,Australia
CNE1000002L3,CHINA LIFE INSURANCE CO-H,EQUITY,HKD,0.000243803994432673,Financials,China
CA76131D1033,RESTAURANT BRANDS INTL INC CAD,EQUITY,CAD,0.000243654261286387,Consumer Discretionary,Canada
FR001400AJ45,MICHELIN (CGDE),EQUITY,EUR,0.000243532105848145,Consumer Discretionary,France
JP3830800003,BRIDGESTONE CORP  JPY50,EQUITY,JPY,0.000242773118016376,Consumer Discretionary,Japan
ZAE000013181,VALTERRA PLATINUM LIMITED ZAR,EQUITY,ZAR,0.000242064506398222,Materials,South Africa
CA92938W2022,WSP GLOBAL INC,EQUITY,CAD,0.000242054011692958,Industrials,Canada
AU000000FMG4,FORTESCUE METALS GROUP,EQUITY,AUD,0.000241887679163358,Materials,Australia
CH0030170408,GEBERIT AG-REG,EQUITY,CHF,0.000241867784002937,Industrials,Switzerland
IE00BF0L3536,AIB GROUP PLC,EQUITY,EUR,0.000241861402505663,Financials,Ireland
PLPKO0000016,PKO BANK POLSKI,EQUITY,PLN,0.000241702347064942,Financials,Poland
NL0000009538,KONINKLIJKE PHILIPS NV,EQUITY,EUR,0.000241592666403585,Health Care,Netherlands
US1270971039,COTERRA ENERGY INC,EQUITY,USD,0.000241566995491485,Energy,United States
AU000000NST8,NORTHERN STAR RESOURCES LTD,EQUITY,AUD,0.000241083262040332,Materials,Australia
CA6979001089,PAN AMERICAN SILVER,EQUITY,CAD,0.000240998851717375,Materials,Canada
INE467B01029,TATA CONSULTANCY SERVICES,EQUITY,INR,0.000240814262145817,Information Technology,India
NL0000009165,HEINEKEN NV,EQUITY,EUR,0.000240127196833334,Consumer Staples,Netherlands
FI0009013403,KONE OYJ-B,EQUITY,EUR,0.000239222805633602,Industrials,Finland
IL0010811243,ELBIT SYSTEMS LTD,EQUITY,ILS,0.000238576978243664,Industrials,Israel
CH1391448177,BEONE MEDICINES LTD-H,EQUITY,HKD,0.000238028490262764,Health Care,China
HK0016000132,SUN HUNG KAI PROP  HK 0.50,EQUITY,HKD,0.000237450358199734,Real Estate,Hong Kong
US1258961002,CMS ENERGY CORP,EQUITY,USD,0.000235643220432128,Utilities,United States
US22266T1097,COUPANG INC,EQUITY,USD,0.000234370330738901,Consumer Discretionary,United States
CA05534B7604,BCE INC,EQUITY,CAD,0.000233914228731288,Communication Services,Canada
US78410G1040,SBA COMMUNICATIONS CORP,EQUITY,USD,0.000233462298552207,Real Estate,United States
ZAE000035861,CAPITEC BANK HLDGS LTD,EQUITY,ZAR,0.000233070255769587,Financials,South Africa
SE0015961909,HEXAGON AB-B SHS,EQUITY,SEK,0.000232791065670954,Information Technology,Sweden
US64110D1046,NETAPP INC,EQUITY,USD,0.000232622656997178,Information Technology,United States
JP3249600002,KYOCERA CORP,EQUITY,JPY,0.000231935461416825,Information Technology,Japan
US2199481068,CORPAY INC,EQUITY,USD,0.000231712034108224,Financials,United States
JP3386450005,ENEOS HOLDINGS INC,EQUITY,JPY,0.000231431075623258,Energy,Japan
DK0060336014,NOVONESIS (NOVOZYMES) B,EQUITY,DKK,0.000230476734837186,Materials,Denmark
GB0004052071,HALMA PLC,EQUITY,GBP,0.000230369482043253,Information Technology,United Kingdom
DE0007664039,VOLKSWAGEN AG-PFD,EQUITY,EUR,0.000230147652144406,Consumer Discretionary,Germany
JP3946750001,JAPAN POST BANK CO LTD,EQUITY,JPY,0.000230033516321901,Financials,Japan
US74834L1008,QUEST DIAGNOSTICS,EQUITY,USD,0.000229373190118049,Health Care,United States
US2371941053,DARDEN RESTAURANTS,EQUITY,USD,0.000229206585654271,Consumer Discretionary,United States
KR7086790003,HANA FINANCIAL HOLDINGS,EQUITY,KRW,0.000229109563773165,Financials,South Korea
JP3814000000,FUJIFILM HOLDINGS CORP,EQUITY,JPY,0.000228885801024799,Information Technology,Japan
US5049221055,LABCORP HOLDINGS INC,EQUITY,USD,0.000228532972127696,Health Care,United States
ES0105046017,AENA SME SA,EQUITY,EUR,0.000228501375655867,Industrials,Spain
AU0000030678,COLES GROUP LTD,EQUITY,AUD,0.0002272045069045,Consumer Staples,Australia
QA0006929895,QATAR NATIONAL BANK,EQUITY,QAR,0.000226858624541556,Financials,Qatar
INE237A01036,KOTAK MAHINDRA BANK LTD,EQUITY,INR,0.000226850021977102,Financials,India
US1713401024,CHURCH & DWIGHT INC,EQUITY,USD,0.000226711324147739,Consumer Staples,United States
CH0008742519,SWISSCOM AG-REG,EQUITY,CHF,0.000226058939398902,Communication Services,Switzerland
JP3783600004,EAST JAPAN RAILWAY JPY50000,EQUITY,JPY,0.000225570154811096,Industrials,Japan
AEN000101016,FIRST ABU DHABI BANK PJSC,EQUITY,AED,0.000225336605689009,Financials,UAE
NL0015000IY2,UNIVERSAL MUSIC GROUP NV,EQUITY,EUR,0.000225136708014397,Communication Services,Netherlands
JP3892100003,SUMITOMO MITSUI TRUST HOLDINGS,EQUITY,JPY,0.000225035629917494,Financials,Japan
US5260571048,LENNAR CORP COM,EQUITY,USD,0.000224674612056424,Consumer Discretionary,United States
US29476L1070,EQUITY RESIDENTIAL PROPERTIES,EQUITY,USD,0.000223835413412152,Real Estate,United States
AU000000BXB1,BRAMBLES LTD,EQUITY,AUD,0.000223802475181264,Industrials,Australia
KYG217651051,CK HUTCHISON HOLDINGS LTD,EQUITY,HKD,0.000223370329434914,Industrials,Hong Kong
JP3979200007,LASERTEC CORP,EQUITY,JPY,0.00022286974420645,Information Technology,Japan
INE062A01020,STATE BANK OF INDIA LTD,EQUITY,INR,0.000222752086266414,Financials,India
US92343E1029,VERISIGN INC,EQUITY,USD,0.000222415475719105,Information Technology,United States
TW0002882008,CATHAY FINANCIAL HOLDING CO,EQUITY,TWD,0.000222369610030484,Financials,Taiwan
BRBBDCACNPR8,BANCO BRADESCO SA -PFD,EQUITY,BRL,0.000222127266198835,Financials,Brazil
US4932671088,KEYCORP,EQUITY,USD,0.000220841947322477,Financials,United States
FI0009003727,WARTSILA OYJ,EQUITY,EUR,0.000220833416405351,Industrials,Finland
SA0007879543,SAUDI TELECOM CO,EQUITY,SAR,0.000220787804739076,Communication Services,Saudi Arabia
MX01AM050019,AMERICA MOVIL SAB DE C-SER B,EQUITY,MXN,0.000220453669281295,Communication Services,Mexico
US74144T1088,T ROWE PRICE GROUP INC,EQUITY,USD,0.000220196600295308,Financials,United States
TW0002881000,FUBON FINANCIAL HOLDING,EQUITY,TWD,0.000217908987401644,Financials,Taiwan
AEE000301011,EMAAR PROPERTIES,EQUITY,AED,0.000217551682174863,Real Estate,UAE
US74251V1026,PRINCIPAL FINANCIAL GROUP,EQUITY,USD,0.000217455096691122,Financials,United States
IE00BFY8C754,STERIS PLC,EQUITY,USD,0.000217191890460118,Health Care,United States
FR0000130577,PUBLICIS GROUPE SA,EQUITY,EUR,0.000215370257135296,Communication Services,France
MXP320321310,FOMENTO ECONOMICO MEXICANO,EQUITY,MXN,0.000214586489097988,Consumer Staples,Mexico
US60937P1066,MONGODB INC,EQUITY,USD,0.00021387123544682,Information Technology,United States
JP3551500006,DENSO CORP,EQUITY,JPY,0.000213701913269607,Consumer Discretionary,Japan
KR7068270008,CELLTRION INC,EQUITY,KRW,0.000213110889572508,Health Care,South Korea
US75734B1008,REDDIT INC-CL A,EQUITY,USD,0.000212815017044794,Communication Services,United States
JP3134800006,IHI CORP,EQUITY,JPY,0.00021256727360994,Industrials,Japan
NL0011540547,ABN AMRO BANK NV-CVA,EQUITY,EUR,0.000212234520619927,Financials,Netherlands
KR7005490008,POSCO HOLDINGS INC,EQUITY,KRW,0.000212114885864966,Materials,South Korea
US16119P1084,CHARTER COMMUNICATIONS INC A,EQUITY,USD,0.000212078835860338,Communication Services,United States
US9553061055,WEST PHARMACEUTICAL SERVICES,EQUITY,USD,0.000211949628045292,Health Care,United States
SE0015811955,INVESTOR AB-A SHS,EQUITY,SEK,0.000211625138923272,Financials,Sweden
DE0005785604,FRESENIUS SE & CO KGAA,EQUITY,EUR,0.00021149538723987,Health Care,Germany
DE000A1ML7J1,VONOVIA SE,EQUITY,EUR,0.000210969536558051,Real Estate,Germany
US8923561067,TRACTOR SUPPLY,EQUITY,USD,0.000210640356164368,Consumer Discretionary,United States
US26614N1028,DUPONT DE NEMOURS INC,EQUITY,USD,0.000210587744228438,Materials,United States
US8330341012,SNAP-ON INC,EQUITY,USD,0.000210553290005215,Industrials,United States
GB00BDCPN049,COCA-COLA EUROPACIFIC PARTNE,EQUITY,USD,0.000210535967635223,Consumer Staples,United Kingdom
GB0005603997,LEGAL & GENERAL GROUP PLC,EQUITY,GBP,0.000209922225221625,Financials,United Kingdom
GB0032089863,NEXT PLC,EQUITY,GBP,0.000209471887567253,Consumer Discretionary,United Kingdom
DE000A0D9PT0,MTU AERO ENGINES AG,EQUITY,EUR,0.000209319767262252,Industrials,Germany
US34959J1088,FORTIVE CORP,EQUITY,USD,0.000208723825953067,Industrials,United States
AU000000EVN4,EVOLUTION MINING,EQUITY,AUD,0.000208501063010602,Materials,Australia
PLPKN0000018,ORLEN SA,EQUITY,PLN,0.000207881274539496,Energy,Poland
SE0021921269,SAAB AB-B,EQUITY,SEK,0.000206478058355891,Industrials,Sweden
HK2388011192,BOC HONG KONG HOLDINGS LTD,EQUITY,HKD,0.000206368442828469,Financials,China
US40434L1052,HP INC,EQUITY,USD,0.000206288161996985,Information Technology,United States
BRB3SAACNOR6,B3 SA - BRASIL BOLSA BALCAO,EQUITY,BRL,0.000206278614990475,Financials,Brazil
GB00BHJYC057,INTERCONTINENTAL HOTELS GROU,EQUITY,USD,0.000206258736113538,Consumer Discretionary,United Kingdom
IT0000066123,BPER BANCA SPA,EQUITY,EUR,0.000206066734300186,Financials,Italy
SE0007100599,SVENSKA HANDELSBKN SER A,EQUITY,SEK,0.000205585983983252,Financials,Sweden
KYG3777B1032,GEELY AUTOMOBILE HOLDINGS,EQUITY,HKD,0.000205339033554056,Consumer Discretionary,Hong Kong
US2567461080,DOLLAR TREE INC,EQUITY,USD,0.0002050498079444,Consumer Staples,United States
AEE000801010,EMIRATES NBD PJSC,EQUITY,AED,0.000205049221738986,Financials,UAE
JP3294460005,INPEX CORP,EQUITY,JPY,0.000205035914876082,Energy,Japan
FR0000121485,KERING PARIS,EQUITY,EUR,0.000204727714122837,Consumer Discretionary,France
CNE1000002R0,CHINA SHENHUA ENERGY,EQUITY,HKD,0.00020439239322744,Energy,China
FR0000045072,CREDIT AGRICOLE SA,EQUITY,EUR,0.00020424963918228,Financials,France
GB00BMVP7Y09,ROYALTY PHARMA PLC- CL A,EQUITY,USD,0.000204069411956013,Health Care,United States
US8447411088,SOUTHWEST AIRLINES,EQUITY,USD,0.000203154351817742,Industrials,United States
US0844231029,WR BERKLEY CORP,EQUITY,USD,0.000203115974903288,Financials,United States
HK0669013440,TECHTRONIC INDUSTRIES CO,EQUITY,HKD,0.000202928760434153,Industrials,Hong Kong
IE00BWT6H894,FLUTTER ENTERTAINMENT PLC-DI,EQUITY,USD,0.000202785306199193,Consumer Discretionary,United States
FR0000125338,CAPGEMINI SE,EQUITY,EUR,0.000202502385554438,Information Technology,France
US6951561090,PACKAGING CORP OF AMERICA,EQUITY,USD,0.000201987294998667,Materials,United States
US15135B1017,CENTENE CORP,EQUITY,USD,0.000201876036467736,Health Care,United States
US5253271028,LEIDOS HOLDINGS INC,EQUITY,USD,0.000201591026652018,Industrials,United States
ID1000109507,BANK CENTRAL ASIA PT,EQUITY,IDR,0.000201196100064429,Financials,Indonesia
IT0005508921,BANCA MONTE DEI PASCHI SIENA REGR,EQUITY,EUR,0.000201177530379584,Financials,Italy
ZAE000042164,MTN GROUP LTD,EQUITY,ZAR,0.000201038998641755,Communication Services,South Africa
JP3752900005,JAPAN POST HOLDINGS CO LTD,EQUITY,JPY,0.000200180650620618,Financials,Japan
US62944T1051,NVR INC,EQUITY,USD,0.000199835715956427,Consumer Discretionary,United States
US4601461035,INTERNATIONAL PAPER CO,EQUITY,USD,0.000199824047211986,Materials,United States
US5007541064,KRAFT HEINZ CO/THE,EQUITY,USD,0.000199524629769864,Consumer Staples,United States
US3703341046,GENERAL MILLS INC,EQUITY,USD,0.000199340999295498,Consumer Staples,United States
DE0008402215,HANNOVER RUECK SE,EQUITY,EUR,0.000199214071168175,Financials,Germany
JP3381000003,NIPPON STEEL SUMITOMO METAL,EQUITY,JPY,0.000198780997263253,Materials,Japan
AU000000ALL7,ARISTOCRAT LEISURE LIMITED,EQUITY,AUD,0.000198721730267523,Consumer Discretionary,Australia
JP3397200001,SUZUKI MOTOR CORP  Y50,EQUITY,JPY,0.00019853008017742,Consumer Discretionary,Japan
US12514G1085,CDW CORP/DE,EQUITY,USD,0.000197405964533287,Information Technology,United States
CA87971M1032,TELUS CORP,EQUITY,CAD,0.000197367252179069,Communication Services,Canada
US5404241086,LOEWS CORP,EQUITY,USD,0.000197284473461181,Financials,United States
KR7035420009,NAVER CORP,EQUITY,KRW,0.000197101134461174,Communication Services,South Korea
CA5503721063,LUNDIN MINING CORP,EQUITY,CAD,0.000197024522298575,Materials,Canada
US5184391044,ESTEE LAUDER (A),EQUITY,USD,0.00019701242692686,Consumer Staples,United States
CA1130041058,BROOKFIELD ASSET MGMT-A,EQUITY,CAD,0.000196804869501502,Financials,Canada
NL0000395903,WOLTERS KLUWER,EQUITY,EUR,0.000196712429792718,Industrials,Netherlands
US5178341070,LAS VEGAS SANDS CORP,EQUITY,USD,0.000196047764040453,Consumer Discretionary,United States
CA74935Q1072,RB GLOBAL INC CAD,EQUITY,CAD,0.000195615759960412,Industrials,Canada
CH1216478797,DSM-FIRMENICH AG,EQUITY,EUR,0.00019538814942484,Materials,Netherlands
TW0003653002,JENTECH PRECISION INDUSTRIAL,EQUITY,TWD,0.000194575673605717,Information Technology,Taiwan
US11133T1034,BROADRIDGE FINANCIAL SOL,EQUITY,USD,0.000194364445883126,Industrials,United States
US98956P1021,ZIMMER BIOMET HOLDINGS INC,EQUITY,USD,0.00019393202657425,Health Care,United States
MYL1295OO004,PUBLIC BANK BERHAD,EQUITY,MYR,0.000193552139412234,Financials,Malaysia
CA0115321089,ALAMOS GOLD INC NEW CL A,EQUITY,CAD,0.000193086638577813,Materials,Canada
ES0177542018,INTL CONSOLD AIRLINES GRP SA-GBP,EQUITY,GBP,0.000192847989468621,Industrials,United Kingdom
IE00BD1RP616,BANK OF IRELAND GROUP PLC DUBLIN,EQUITY,EUR,0.000192400967131536,Financials,Ireland
MXP225611567,CEMEX SAB-CPO,EQUITY,MXN,0.00019209629012417,Materials,Mexico
US9024941034,TYSON FOODS INC-CL A,EQUITY,USD,0.000191075382456612,Consumer Staples,United States
CA3359341052,FIRST QUANTUM MINERALS LTD,EQUITY,CAD,0.000189782307756954,Materials,Canada
SE0000695876,ALFA LAVAL AB,EQUITY,SEK,0.000189380392298148,Industrials,Sweden
CA4530384086,IMPERIAL OIL LTD,EQUITY,CAD,0.000189116383291396,Energy,Canada
CH1256740924,SGS SA-REG,EQUITY,CHF,0.000188976260657207,Industrials,Switzerland
ES0105066007,CELLNEX TELECOM SA,EQUITY,EUR,0.000188912582465734,Communication Services,Spain
JP3505000004,DAIWA HOUSE INDUSTRY,EQUITY,JPY,0.000188496712061372,Real Estate,Japan
INE030A01027,HINDUSTAN UNILEVER LIMITED,EQUITY,INR,0.000187442561661781,Consumer Staples,India
AU000000STO6,SANTOS LTD,EQUITY,AUD,0.000187315592825748,Energy,Australia
INE733E01010,NTPC LTD,EQUITY,INR,0.000186907577573937,Utilities,India
JP3118000003,ASICS CORP,EQUITY,JPY,0.000186839808971352,Consumer Discretionary,Japan
KR7012330007,HYUNDAI MOBIS,EQUITY,KRW,0.000186457220379385,Consumer Discretionary,South Korea
US0420682058,ARM HOLDINGS PLC-ADR,EQUITY,USD,0.000185486073409756,Information Technology,United States
US5500211090,LULULEMON ATHLETICA INC,EQUITY,USD,0.000185207383214073,Consumer Discretionary,United States
NL0000009082,KONINKLIJKE KPN NV,EQUITY,EUR,0.000184968667342599,Communication Services,Netherlands
ES0178430E18,TELEFONICA SA,EQUITY,EUR,0.000184812823004868,Communication Services,Spain
AEE000401019,EMIRATES TELECOM CORPORATION,EQUITY,AED,0.000184178226333658,Communication Services,UAE
JP3546800008,TERUMO CORP  JPY50,EQUITY,JPY,0.000183817937972659,Health Care,Japan
SE0012853455,EQT AB,EQUITY,SEK,0.000183440991607804,Financials,Sweden
SE0015658109,EPIROC AB-A,EQUITY,SEK,0.000183313408884435,Industrials,Sweden
MYL1155OO000,MALAYAN BANKING BHD,EQUITY,MYR,0.000182592625362192,Financials,Malaysia
INE044A01036,SUN PHARMACEUTICAL INDUS LTD,EQUITY,INR,0.000182581453264006,Health Care,India
NL00150001Q9,STELLANTIS MILAN,EQUITY,EUR,0.000181802791727195,Consumer Discretionary,Netherlands
JP3198900007,ORIENTAL LAND CO LTD,EQUITY,JPY,0.000181796869424163,Consumer Discretionary,Japan
DE0006599905,MERCK KGAA,EQUITY,EUR,0.000181545594101687,Health Care,Germany
US84265V1052,SOUTHERN COPPER CORP,EQUITY,USD,0.000181372536493307,Materials,United States
DK0010272202,GENMAB A/S,EQUITY,DKK,0.000180369659527282,Health Care,Denmark
KYG4818G1010,INNOVENT BIOLOGICS INC,EQUITY,HKD,0.000180313474995022,Health Care,China
GB0030913577,BT GROUP PLC,EQUITY,GBP,0.000179619424068019,Communication Services,United Kingdom
CA0977518616,BOMBARDIER INC-B,EQUITY,CAD,0.000177877939678462,Industrials,Canada
CNE100003662,CONTEMPORARY AMPEREX TECHN-A NTH-SZSE,EQUITY,CNH,0.000177504569166634,Industrials,China
BRITSAACNPR7,ITAUSA SA,EQUITY,BRL,0.000177433092814803,Financials,Brazil
HK0002007356,CLP HOLDINGS LTD,EQUITY,HKD,0.00017730479361815,Utilities,Hong Kong
NO0013536151,KONGSBERG GRUPPEN ASA,EQUITY,NOK,0.000176987171241218,Industrials,Norway
JP3210200006,KAJIMA CORP  JPY50,EQUITY,JPY,0.000176629084407219,Industrials,Japan
CA5592224011,MAGNA INTERNATIONAL INC,EQUITY,CAD,0.000176588334989186,Consumer Discretionary,Canada
GB0000456144,ANTOFAGASTA PLC,EQUITY,GBP,0.000176421084071103,Materials,United Kingdom
INE263A01024,BHARAT ELECTRONICS LTD,EQUITY,INR,0.000176183618771179,Industrials,India
US37940X1028,GLOBAL PAYMENTS INC,EQUITY,USD,0.000175338141215581,Financials,United States
KR7028260008,SAMSUNG C&T CORPORATION,EQUITY,KRW,0.000175185838535562,Industrials,South Korea
US22160N1090,COSTAR GROUP INC,EQUITY,USD,0.00017503567062026,Real Estate,United States
TW0002327004,YAGEO CORPORATION,EQUITY,TWD,0.000175011206314305,Information Technology,Taiwan
KYG532631028,KUAISHOU TECHNOLOGY,EQUITY,HKD,0.000174193233191075,Communication Services,China
JP3402600005,SUMITOMO METAL MNG JPY50,EQUITY,JPY,0.00017345994232498,Materials,Japan
US2971781057,ESSEX PROPERTY,EQUITY,USD,0.000172931606783543,Real Estate,United States
INE280A01028,TITAN CO LTD,EQUITY,INR,0.00017286736844023,Consumer Discretionary,India
TW0002887007,TS FINANCIAL HOLDING CO LTD,EQUITY,TWD,0.000172201447231369,Financials,Taiwan
US8962391004,TRIMBLE INC,EQUITY,USD,0.000171706458636263,Information Technology,United States
GB00B082RF11,RENTOKIL INITIAL 05,EQUITY,GBP,0.000171412491276145,Industrials,United Kingdom
